Год;Месяц;Федеральный округ;Регион;Тип транспорта;Количество талонов на проезд по путевкам на СКЛ от ФСС РФ, шт.;Количество талонов на проезд по путевкам на СКЛ от ОГИВ в сфере здравоохранения, шт.;Количество талонов на проезд по направлению на лечение от ОГИВ в сфере здравоохранения, шт.;
2016;10;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;4,0;-;-;
2016;10;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;7,0;-;-;
2016;10;Приволжский Федеральный округ;Республика Мордовия;автомобильный;161,0;-;-;
2016;10;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;884,0;-;-;
2016;10;Приволжский Федеральный округ;Удмуртская республика;автомобильный;233,0;-;-;
2016;10;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;2042,0;-;-;
2016;10;Приволжский Федеральный округ;Чувашская республика;автомобильный;62,0;-;-;
2016;10;Приволжский Федеральный округ;Чувашская республика;железнодорожный;341,0;-;-;
2016;10;Северо-Западный Федеральный округ;Республика Коми;авиационный;156,0;-;-;
2016;10;Северо-Западный Федеральный округ;Республика Коми;автомобильный;183,0;-;-;
2016;10;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;1009,0;-;-;
2016;10;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;19,0;-;-;
2016;10;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;202,0;-;-;
2016;10;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;92,0;-;-;
2016;10;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;853,0;-;-;
2016;10;Сибирский Федеральный округ;Алтайский край;авиационный;20,0;-;-;
2016;10;Сибирский Федеральный округ;Алтайский край;автомобильный;515,0;-;-;
2016;10;Сибирский Федеральный округ;Алтайский край;железнодорожный;536,0;-;-;
2016;10;Сибирский Федеральный округ;Республика Алтай;автомобильный;20,0;-;-;
2016;10;Сибирский Федеральный округ;Республика Алтай;железнодорожный;108,0;-;-;
2016;10;Сибирский Федеральный округ;Республика Тыва;автомобильный;1,0;-;-;
2016;10;Сибирский Федеральный округ;Республика Тыва;железнодорожный;57,0;-;-;
2016;10;Сибирский Федеральный округ;Республика Хакасия;авиационный;24,0;-;-;
2016;10;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;48,0;-;-;
2016;10;Южный Федеральный округ;Республика Калмыкия;автомобильный;52,0;-;-;
2016;10;Южный Федеральный округ;Республика Калмыкия;железнодорожный;397,0;-;-;
2016;11;Дальневосточный Федеральный округ;Амурская область;автомобильный;525,0;-;-;
2016;11;Дальневосточный Федеральный округ;Приморский край;авиационный;34,0;-;-;
2016;11;Дальневосточный Федеральный округ;Приморский край;автомобильный;6,0;-;-;
2016;11;Дальневосточный Федеральный округ;Приморский край;железнодорожный;21752,0;-;-;
2016;11;Дальневосточный Федеральный округ;Хабаровский край;авиационный;114,0;-;-;
2016;11;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;35,0;-;-;
2016;11;Дальневосточный Федеральный округ;Хабаровский край;водный;3,0;-;-;
2016;11;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1239,0;-;-;
2016;11;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;3,0;-;-;
2016;11;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;10,0;-;-;
2016;11;Приволжский Федеральный округ;Республика Мордовия;автомобильный;57,0;-;-;
2016;11;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;1406,0;-;-;
2016;11;Приволжский Федеральный округ;Удмуртская республика;автомобильный;211,0;-;-;
2016;11;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;2293,0;-;-;
2016;11;Приволжский Федеральный округ;Чувашская республика;автомобильный;52,0;-;-;
2016;11;Приволжский Федеральный округ;Чувашская республика;железнодорожный;549,0;-;-;
2016;11;Северо-Западный Федеральный округ;Республика Коми;авиационный;152,0;-;-;
2016;11;Северо-Западный Федеральный округ;Республика Коми;автомобильный;126,0;-;-;
2016;11;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;1087,0;-;-;
2016;11;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;2,0;-;-;
2016;11;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;292,0;-;-;
2016;11;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;328,0;-;-;
2016;11;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;1381,0;-;-;
2016;11;Сибирский Федеральный округ;Алтайский край;авиационный;38,0;-;-;
2016;11;Сибирский Федеральный округ;Алтайский край;автомобильный;842,0;-;-;
2016;11;Сибирский Федеральный округ;Алтайский край;железнодорожный;913,0;-;-;
2016;11;Сибирский Федеральный округ;Республика Алтай;автомобильный;170,0;-;-;
2016;11;Сибирский Федеральный округ;Республика Алтай;железнодорожный;66,0;-;-;
2016;11;Сибирский Федеральный округ;Республика Тыва;автомобильный;2,0;-;-;
2016;11;Сибирский Федеральный округ;Республика Тыва;железнодорожный;100,0;-;-;
2016;11;Сибирский Федеральный округ;Республика Хакасия;авиационный;20,0;-;-;
2016;11;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;89,0;-;-;
2016;11;Южный Федеральный округ;Республика Калмыкия;автомобильный;25,0;-;-;
2016;11;Южный Федеральный округ;Республика Калмыкия;железнодорожный;483,0;-;-;
2016;12;Дальневосточный Федеральный округ;Амурская область;автомобильный;166,0;-;-;
2016;12;Дальневосточный Федеральный округ;Приморский край;авиационный;6,0;-;-;
2016;12;Дальневосточный Федеральный округ;Приморский край;автомобильный;2,0;-;-;
2016;12;Дальневосточный Федеральный округ;Приморский край;железнодорожный;16266,0;-;-;
2016;12;Дальневосточный Федеральный округ;Хабаровский край;авиационный;81,0;-;-;
2016;12;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;15,0;-;-;
2016;12;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;768,0;-;-;
2016;12;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;28,0;-;-;
2016;12;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;11,0;-;-;
2016;12;Приволжский Федеральный округ;Республика Мордовия;автомобильный;352,0;-;-;
2016;12;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;911,0;-;-;
2016;12;Приволжский Федеральный округ;Удмуртская республика;автомобильный;66,0;-;-;
2016;12;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;2153,0;-;-;
2016;12;Приволжский Федеральный округ;Чувашская республика;автомобильный;213,0;-;-;
2016;12;Приволжский Федеральный округ;Чувашская республика;железнодорожный;260,0;-;-;
2016;12;Северо-Западный Федеральный округ;Республика Коми;авиационный;269,0;-;-;
2016;12;Северо-Западный Федеральный округ;Республика Коми;автомобильный;336,0;-;-;
2016;12;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;957,0;-;-;
2016;12;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;72,0;-;-;
2016;12;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;220,0;-;-;
2016;12;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;26,0;-;-;
2016;12;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;1251,0;-;-;
2016;12;Сибирский Федеральный округ;Алтайский край;авиационный;43,0;-;-;
2016;12;Сибирский Федеральный округ;Алтайский край;автомобильный;1156,0;-;-;
2016;12;Сибирский Федеральный округ;Алтайский край;железнодорожный;789,0;-;-;
2016;12;Сибирский Федеральный округ;Республика Алтай;автомобильный;237,0;-;-;
2016;12;Сибирский Федеральный округ;Республика Алтай;железнодорожный;50,0;-;-;
2016;12;Сибирский Федеральный округ;Республика Тыва;автомобильный;1,0;-;-;
2016;12;Сибирский Федеральный округ;Республика Хакасия;авиационный;2,0;-;-;
2016;12;Сибирский Федеральный округ;Республика Хакасия;автомобильный;24,0;-;-;
2016;12;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;36,0;-;-;
2016;12;Южный Федеральный округ;Республика Калмыкия;автомобильный;87,0;-;-;
2016;12;Южный Федеральный округ;Республика Калмыкия;железнодорожный;569,0;-;-;
2016;2;Дальневосточный Федеральный округ;Приморский край;автомобильный;3,0;-;-;
2016;2;Дальневосточный Федеральный округ;Приморский край;железнодорожный;20,0;-;-;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;авиационный;2,0;-;-;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;42,0;-;-;
2016;2;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;4,0;-;-;
2016;2;Сибирский Федеральный округ;Республика Алтай;железнодорожный;2,0;-;-;
2016;3;Дальневосточный Федеральный округ;Приморский край;железнодорожный;6,0;-;-;
2016;3;Дальневосточный Федеральный округ;Хабаровский край;авиационный;8,0;-;-;
2016;3;Приволжский Федеральный округ;Удмуртская республика;авиационный;4,0;-;-;
2016;3;Приволжский Федеральный округ;Удмуртская республика;автомобильный;2,0;-;-;
2016;3;Северо-Западный Федеральный округ;Республика Коми;автомобильный;4,0;-;-;
2016;3;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;2,0;-;-;
2016;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;2,0;-;-;
2016;3;Сибирский Федеральный округ;Алтайский край;автомобильный;73,0;-;-;
2016;4;Дальневосточный Федеральный округ;Амурская область;автомобильный;26,0;-;-;
2016;4;Дальневосточный Федеральный округ;Приморский край;железнодорожный;369,0;-;-;
2016;4;Дальневосточный Федеральный округ;Хабаровский край;авиационный;20,0;-;-;
2016;4;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;2,0;-;-;
2016;4;Приволжский Федеральный округ;Удмуртская республика;авиационный;8,0;-;-;
2016;4;Приволжский Федеральный округ;Удмуртская республика;автомобильный;20,0;-;-;
2016;4;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;8,0;-;-;
2016;4;Приволжский Федеральный округ;Чувашская республика;автомобильный;6,0;-;-;
2016;4;Северо-Западный Федеральный округ;Республика Коми;автомобильный;23,0;-;-;
2016;4;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;13,0;-;-;
2016;4;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;122,0;-;-;
2016;4;Сибирский Федеральный округ;Алтайский край;автомобильный;227,0;-;-;
2016;4;Сибирский Федеральный округ;Алтайский край;железнодорожный;117,0;-;-;
2016;4;Сибирский Федеральный округ;Республика Алтай;железнодорожный;4,0;-;-;
2016;4;Сибирский Федеральный округ;Республика Тыва;железнодорожный;9,0;-;-;
2016;4;Южный Федеральный округ;Республика Калмыкия;авиационный;16,0;-;-;
2016;5;Дальневосточный Федеральный округ;Амурская область;автомобильный;412,0;-;-;
2016;5;Дальневосточный Федеральный округ;Приморский край;авиационный;26,0;-;-;
2016;5;Дальневосточный Федеральный округ;Приморский край;автомобильный;2,0;-;-;
2016;5;Дальневосточный Федеральный округ;Приморский край;железнодорожный;5315,0;-;-;
2016;5;Дальневосточный Федеральный округ;Хабаровский край;авиационный;87,0;-;-;
2016;5;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;7,0;-;-;
2016;5;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;311,0;-;-;
2016;5;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;32,0;-;-;
2016;5;Приволжский Федеральный округ;Республика Мордовия;автомобильный;46,0;-;-;
2016;5;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;203,0;-;-;
2016;5;Приволжский Федеральный округ;Удмуртская республика;автомобильный;238,0;-;-;
2016;5;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;349,0;-;-;
2016;5;Приволжский Федеральный округ;Чувашская республика;автомобильный;27,0;-;-;
2016;5;Приволжский Федеральный округ;Чувашская республика;железнодорожный;4,0;-;-;
2016;5;Северо-Западный Федеральный округ;Республика Коми;авиационный;24,0;-;-;
2016;5;Северо-Западный Федеральный округ;Республика Коми;автомобильный;86,0;-;-;
2016;5;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;190,0;-;-;
2016;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;1,0;-;-;
2016;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;86,0;-;-;
2016;5;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;10,0;-;-;
2016;5;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;675,0;-;-;
2016;5;Сибирский Федеральный округ;Алтайский край;авиационный;16,0;-;-;
2016;5;Сибирский Федеральный округ;Алтайский край;автомобильный;187,0;-;-;
2016;5;Сибирский Федеральный округ;Алтайский край;железнодорожный;563,0;-;-;
2016;5;Сибирский Федеральный округ;Республика Алтай;автомобильный;34,0;-;-;
2016;5;Сибирский Федеральный округ;Республика Алтай;железнодорожный;20,0;-;-;
2016;5;Сибирский Федеральный округ;Республика Тыва;железнодорожный;92,0;-;-;
2016;5;Сибирский Федеральный округ;Республика Хакасия;авиационный;12,0;-;-;
2016;5;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;8,0;-;-;
2016;5;Южный Федеральный округ;Республика Калмыкия;авиационный;24,0;-;-;
2016;5;Южный Федеральный округ;Республика Калмыкия;автомобильный;12,0;-;-;
2016;5;Южный Федеральный округ;Республика Калмыкия;железнодорожный;197,0;-;-;
2016;6;Дальневосточный Федеральный округ;Амурская область;автомобильный;373,0;-;-;
2016;6;Дальневосточный Федеральный округ;Приморский край;авиационный;6,0;-;-;
2016;6;Дальневосточный Федеральный округ;Приморский край;железнодорожный;14714,0;-;-;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;авиационный;81,0;-;-;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;20,0;-;-;
2016;6;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;943,0;-;-;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;9,0;-;-;
2016;6;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;6,0;-;-;
2016;6;Приволжский Федеральный округ;Республика Мордовия;автомобильный;151,0;-;-;
2016;6;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;225,0;-;-;
2016;6;Приволжский Федеральный округ;Удмуртская республика;автомобильный;231,0;-;-;
2016;6;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1522,0;-;-;
2016;6;Приволжский Федеральный округ;Чувашская республика;автомобильный;32,0;-;-;
2016;6;Приволжский Федеральный округ;Чувашская республика;железнодорожный;94,0;-;-;
2016;6;Северо-Западный Федеральный округ;Республика Коми;авиационный;58,0;-;-;
2016;6;Северо-Западный Федеральный округ;Республика Коми;автомобильный;85,0;-;-;
2016;6;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;522,0;-;-;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;59,0;-;-;
2016;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;354,0;-;-;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;10,0;-;-;
2016;6;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;1061,0;-;-;
2016;6;Сибирский Федеральный округ;Алтайский край;авиационный;40,0;-;-;
2016;6;Сибирский Федеральный округ;Алтайский край;автомобильный;175,0;-;-;
2016;6;Сибирский Федеральный округ;Алтайский край;железнодорожный;670,0;-;-;
2016;6;Сибирский Федеральный округ;Республика Алтай;автомобильный;64,0;-;-;
2016;6;Сибирский Федеральный округ;Республика Алтай;железнодорожный;28,0;-;-;
2016;6;Сибирский Федеральный округ;Республика Тыва;железнодорожный;122,0;-;-;
2016;6;Сибирский Федеральный округ;Республика Хакасия;авиационный;46,0;-;-;
2016;6;Сибирский Федеральный округ;Республика Хакасия;автомобильный;17,0;-;-;
2016;6;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;24,0;-;-;
2016;6;Южный Федеральный округ;Республика Калмыкия;автомобильный;15,0;-;-;
2016;6;Южный Федеральный округ;Республика Калмыкия;железнодорожный;641,0;-;-;
2016;7;Дальневосточный Федеральный округ;Амурская область;автомобильный;28,0;-;-;
2016;7;Дальневосточный Федеральный округ;Приморский край;авиационный;1,0;-;-;
2016;7;Дальневосточный Федеральный округ;Приморский край;автомобильный;1,0;-;-;
2016;7;Дальневосточный Федеральный округ;Приморский край;железнодорожный;11154,0;-;-;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;авиационный;30,0;-;-;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;4,0;-;-;
2016;7;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;823,0;-;-;
2016;7;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;6,0;-;-;
2016;7;Приволжский Федеральный округ;Республика Мордовия;автомобильный;62,0;-;-;
2016;7;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;228,0;-;-;
2016;7;Приволжский Федеральный округ;Удмуртская республика;автомобильный;166,0;-;-;
2016;7;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1361,0;-;-;
2016;7;Приволжский Федеральный округ;Чувашская республика;автомобильный;42,0;-;-;
2016;7;Приволжский Федеральный округ;Чувашская республика;железнодорожный;206,0;-;-;
2016;7;Северо-Западный Федеральный округ;Республика Коми;авиационный;71,0;-;-;
2016;7;Северо-Западный Федеральный округ;Республика Коми;автомобильный;115,0;-;-;
2016;7;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;574,0;-;-;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;14,0;-;-;
2016;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;125,0;-;-;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;31,0;-;-;
2016;7;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;624,0;-;-;
2016;7;Сибирский Федеральный округ;Алтайский край;авиационный;10,0;-;-;
2016;7;Сибирский Федеральный округ;Алтайский край;автомобильный;246,0;-;-;
2016;7;Сибирский Федеральный округ;Алтайский край;железнодорожный;437,0;-;-;
2016;7;Сибирский Федеральный округ;Республика Алтай;автомобильный;8,0;-;-;
2016;7;Сибирский Федеральный округ;Республика Алтай;железнодорожный;6,0;-;-;
2016;7;Сибирский Федеральный округ;Республика Тыва;железнодорожный;61,0;-;-;
2016;7;Сибирский Федеральный округ;Республика Хакасия;авиационный;29,0;-;-;
2016;7;Сибирский Федеральный округ;Республика Хакасия;автомобильный;16,0;-;-;
2016;7;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;47,0;-;-;
2016;7;Южный Федеральный округ;Республика Калмыкия;автомобильный;39,0;-;-;
2016;7;Южный Федеральный округ;Республика Калмыкия;железнодорожный;151,0;-;-;
2016;8;Дальневосточный Федеральный округ;Амурская область;автомобильный;45,0;-;-;
2016;8;Дальневосточный Федеральный округ;Приморский край;авиационный;12,0;-;-;
2016;8;Дальневосточный Федеральный округ;Приморский край;автомобильный;4,0;-;-;
2016;8;Дальневосточный Федеральный округ;Приморский край;железнодорожный;8695,0;-;-;
2016;8;Дальневосточный Федеральный округ;Хабаровский край;авиационный;26,0;-;-;
2016;8;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;24,0;-;-;
2016;8;Дальневосточный Федеральный округ;Хабаровский край;водный;3,0;-;-;
2016;8;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;387,0;-;-;
2016;8;Приволжский Федеральный округ;Республика Мордовия;автомобильный;4,0;-;-;
2016;8;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;75,0;-;-;
2016;8;Приволжский Федеральный округ;Удмуртская республика;автомобильный;135,0;-;-;
2016;8;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1069,0;-;-;
2016;8;Приволжский Федеральный округ;Чувашская республика;автомобильный;50,0;-;-;
2016;8;Приволжский Федеральный округ;Чувашская республика;железнодорожный;167,0;-;-;
2016;8;Северо-Западный Федеральный округ;Республика Коми;авиационный;93,0;-;-;
2016;8;Северо-Западный Федеральный округ;Республика Коми;автомобильный;73,0;-;-;
2016;8;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;503,0;-;-;
2016;8;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;37,0;-;-;
2016;8;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;67,0;-;-;
2016;8;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;26,0;-;-;
2016;8;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;375,0;-;-;
2016;8;Сибирский Федеральный округ;Алтайский край;авиационный;24,0;-;-;
2016;8;Сибирский Федеральный округ;Алтайский край;автомобильный;522,0;-;-;
2016;8;Сибирский Федеральный округ;Алтайский край;железнодорожный;349,0;-;-;
2016;8;Сибирский Федеральный округ;Республика Алтай;автомобильный;21,0;-;-;
2016;8;Сибирский Федеральный округ;Республика Алтай;железнодорожный;14,0;-;-;
2016;8;Сибирский Федеральный округ;Республика Тыва;автомобильный;1,0;-;-;
2016;8;Сибирский Федеральный округ;Республика Тыва;железнодорожный;64,0;-;-;
2016;8;Сибирский Федеральный округ;Республика Хакасия;авиационный;48,0;-;-;
2016;8;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;28,0;-;-;
2016;8;Южный Федеральный округ;Республика Калмыкия;автомобильный;11,0;-;-;
2016;8;Южный Федеральный округ;Республика Калмыкия;железнодорожный;105,0;-;-;
2016;9;Дальневосточный Федеральный округ;Амурская область;автомобильный;612,0;-;-;
2016;9;Дальневосточный Федеральный округ;Приморский край;авиационный;3,0;-;-;
2016;9;Дальневосточный Федеральный округ;Приморский край;автомобильный;2,0;-;-;
2016;9;Дальневосточный Федеральный округ;Приморский край;железнодорожный;10648,0;-;-;
2016;9;Дальневосточный Федеральный округ;Хабаровский край;авиационный;89,0;-;-;
2016;9;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;22,0;-;-;
2016;9;Дальневосточный Федеральный округ;Хабаровский край;водный;13,0;-;-;
2016;9;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;821,0;-;-;
2016;9;Приволжский Федеральный округ;Республика Мордовия;автомобильный;128,0;-;-;
2016;9;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;173,0;-;-;
2016;9;Приволжский Федеральный округ;Удмуртская республика;автомобильный;126,0;-;-;
2016;9;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1083,0;-;-;
2016;9;Приволжский Федеральный округ;Чувашская республика;автомобильный;61,0;-;-;
2016;9;Приволжский Федеральный округ;Чувашская республика;железнодорожный;208,0;-;-;
2016;9;Северо-Западный Федеральный округ;Республика Коми;авиационный;137,0;-;-;
2016;9;Северо-Западный Федеральный округ;Республика Коми;автомобильный;160,0;-;-;
2016;9;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;619,0;-;-;
2016;9;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;41,0;-;-;
2016;9;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;46,0;-;-;
2016;9;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;32,0;-;-;
2016;9;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;451,0;-;-;
2016;9;Сибирский Федеральный округ;Алтайский край;авиационный;4,0;-;-;
2016;9;Сибирский Федеральный округ;Алтайский край;автомобильный;394,0;-;-;
2016;9;Сибирский Федеральный округ;Алтайский край;железнодорожный;318,0;-;-;
2016;9;Сибирский Федеральный округ;Республика Алтай;авиационный;8,0;-;-;
2016;9;Сибирский Федеральный округ;Республика Алтай;автомобильный;57,0;-;-;
2016;9;Сибирский Федеральный округ;Республика Алтай;железнодорожный;50,0;-;-;
2016;9;Сибирский Федеральный округ;Республика Тыва;железнодорожный;85,0;-;-;
2016;9;Сибирский Федеральный округ;Республика Хакасия;авиационный;86,0;-;-;
2016;9;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;39,0;-;-;
2016;9;Южный Федеральный округ;Республика Калмыкия;автомобильный;4,0;-;-;
2016;9;Южный Федеральный округ;Республика Калмыкия;железнодорожный;151,0;-;-;
2017;1;Дальневосточный Федеральный округ;Амурская область;железнодорожный;-;26,0;-;
2017;1;Дальневосточный Федеральный округ;Приморский край;железнодорожный;5635,0;9142,0;1462,0;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;авиационный;-;8,0;-;
2017;1;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;407,0;86,0;2,0;
2017;1;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;25,0;115,0;42,0;
2017;1;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;329,0;384,0;17,0;
2017;1;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1240,0;716,0;185,0;
2017;1;Приволжский Федеральный округ;Чувашская республика;железнодорожный;-;31,0;11,0;
2017;1;Северо-Западный Федеральный округ;Архангельская область;железнодорожный;-;4,0;-;
2017;1;Северо-Западный Федеральный округ;Республика Коми;авиационный;2,0;-;-;
2017;1;Северо-Западный Федеральный округ;Республика Коми;автомобильный;3,0;-;-;
2017;1;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;721,0;355,0;115,0;
2017;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;72,0;90,0;37,0;
2017;1;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;673,0;126,0;28,0;
2017;1;Сибирский Федеральный округ;Алтайский край;железнодорожный;162,0;339,0;24,0;
2017;1;Сибирский Федеральный округ;Республика Алтай;железнодорожный;28,0;162,0;44,0;
2017;1;Сибирский Федеральный округ;Республика Тыва;железнодорожный;-;202,0;-;
2017;1;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;-;24,0;6,0;
2017;1;Южный Федеральный округ;Республика Калмыкия;железнодорожный;123,0;10,0;13,0;
2017;10;Дальневосточный Федеральный округ;Амурская область;авиационный;-;102,0;-;
2017;10;Дальневосточный Федеральный округ;Амурская область;автомобильный;624,0;6,0;-;
2017;10;Дальневосточный Федеральный округ;Амурская область;железнодорожный;-;11,0;-;
2017;10;Дальневосточный Федеральный округ;Приморский край;авиационный;2,0;32,0;-;
2017;10;Дальневосточный Федеральный округ;Приморский край;автомобильный;17,0;-;-;
2017;10;Дальневосточный Федеральный округ;Приморский край;железнодорожный;2434,0;140,0;45,0;
2017;10;Дальневосточный Федеральный округ;Хабаровский край;авиационный;59,0;63,0;1,0;
2017;10;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;30,0;6,0;-;
2017;10;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1152,0;146,0;6,0;
2017;10;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;-;-;6,0;
2017;10;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;64,0;157,0;63,0;
2017;10;Приволжский Федеральный округ;Республика Мордовия;автомобильный;82,0;-;-;
2017;10;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;803,0;541,0;4,0;
2017;10;Приволжский Федеральный округ;Удмуртская республика;автомобильный;184,0;24,0;8,0;
2017;10;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1939,0;772,0;111,0;
2017;10;Приволжский Федеральный округ;Чувашская республика;автомобильный;110,0;-;1,0;
2017;10;Приволжский Федеральный округ;Чувашская республика;железнодорожный;263,0;43,0;17,0;
2017;10;Северо-Западный Федеральный округ;Архангельская область;железнодорожный;-;9,0;-;
2017;10;Северо-Западный Федеральный округ;Республика Коми;авиационный;110,0;43,0;-;
2017;10;Северо-Западный Федеральный округ;Республика Коми;автомобильный;127,0;23,0;-;
